class,tweet
1,"['fucking', 'bitches', 'niggas', 'cuffin', 'hoes']"
1,"['bitch', 'slapped', 'brother']"
1,"['bought', 'bentley', 'bitch', 'came', 'wit']"
1,"[""can't"", 'date', 'ghetto', 'ass', 'girl', 'bruh']"
1,"[""can't"", 'imagine', 'albino', 'haha']"
1,"['caught', 'fat', 'bitch', 'slippin', 'taking', 'selfie']"
1,"['cracked', 'motherfuckin', 'phone', 'god', 'damn', 'feel', 'like', 'punching', 'bitch', 'motherfuckin', 'throat']"
1,"['dodged', 'bullet', 'crazy', 'bitch']"
1,"['get', 'none', 'people', 'talk', 'back', '..', 'guess', 'follow', '#', 'hopes', 'follow', 'back', 'shit', '.', 'talk', 'cracker']"
1,"['fell', 'love', '.', 'saw', 'baddest', 'bitch', 'driving', '2014', 'e350', 'amg', 'coupe', '😍', '😍', '😍']"
1,"['fucked', 'albino', '.', 'weird', 'like', 'white', 'body', 'impersonating', 'black', 'voice', '...', 'like', 'iggy', 'azalea']"
1,"['getting', 'started', 'oh', 'ya', 'got', 'bitch', '.']"
1,"['got', 'hype', 'haha', 'lets', 'go', '!', '!', '!', 'beat', 'shit', 'dat', 'pussy', 'ass', 'niqqa']"
1,"['heard', 'mom', 'go', '""', '""', 'v', 'annoyed', 'bitch', 'fuck', 'expect', 'slept', 'long', ""i'm"", 'hungry', 'bye', 'felecia']"
1,"['herd', 'random', '.', 'creepiest', 'sound', '...', 'da', 'fuck', 'going', 'outside', 'windows', '...', ""i'm"", 'looking', 'bitch', '.']"
1,"['love', '""', 'tweaking', 'hoe', 'tweaking', 'hoe', 'song', ""that's"", 'part', '🙈', 'wee', 'getting', 'money', 'ball', 'sme', 'sme']"
2,"['might', 'buy', 'a-rod', 'jersey', '#newyork', '#yankees', '#mlb']"
1,"['might', 'get', 'riches', 'might', 'go', 'broke', 'bitches']"
2,"['need', 'yankees', 'win', 'pennant', '!']"
1,"['need', 'know', 'pussy', 'like', 'one', 'time', 'fine', '-', 'drizzy', 'lol']"
2,"['put', 'pan', 'brownies']"
1,"['read', 'prolly', '11', 'tweets', '11', 'different', 'girls', 'looong', 'relationship', 'ended', 'today', '..', 'daaaamn', '..', '""', 'yo', 'hoe', 'get', 'slayed', '""']"
2,"['saw', 'man', 'actual', 'conversation', 'bird', 'haha']"
1,"['seen', 'hit', 'bitch', 'call', 'hit', 'bitch', 'ugly', '..', 'shit', 'funny', 'ctfu']"
1,"['seen', 'ugliest', 'bitch', 'commercial', 'history', 'monday', 'night', 'football']"
1,"['seen', 'main', 'bitch', 'might', 'fuck']"
1,"['touched', 'pussy']"
2,"['wanna', 'cuddle', 'boyfriend', 'fuzzy', 'blanket', '&', 'drink', 'hot', 'tea', 'hair', 'played', 'go', 'bed', '.']"
1,"['wanna', 'fuck', 'bad', 'bitches']"
1,"['wanna', 'get', 'lifted', '&', 'fuck', 'exotic', 'bitches', '!']"
1,"['wanna', 'slap', 'couple', ""y'all"", 'bitches']"
0,"['wanna', 'slit', 'mf', 'throat']"
1,"['wanna', 'touch', 'da', 'bitch', ',', 'fuck', 'da', 'bitch', ',', 'like', 'bud', 'trust', 'bitch', '.']"
1,"['wanna', 'travel', 'world', 'bitches', '😩']"
1,"['want', 'girl', 'hoe', ""that's""]"
2,"['want', 'oreos', '&', 'milk', 'honestly', '.', 'stop', 'store', '&', 'pick', 'way', 'back', 'lol']"
1,"['want', 'bad', 'hoes', 'wanna', 'reach', 'children']"
1,"['want', 'beat', 'fuck', 'everyone', 'stares', 'like', 'bitch', 'stahp']"
0,"['want', 'punch', 'throat', 'get', 'order', 'wrong', 'stupid', 'bitch', 'sonic']"
2,"['want', 'vanilla', 'oreos']"
2,"['whipped', '#homemade', '#pickled', '#eggs', 'home', 'cripple', '...', 'made', '#garlic', '…', 'http://t.co/0xkfnw3luf']"
1,"['wish', 'girlfriend', 'come', 'home', 'long', 'night', 'fuckin', 'wit', 'bitches', 'club']"
1,"['wish', 'females', 'would', 'look', 'mirror', 'b4', 'hop', 'social', 'networks', '&', 'talk', 'hoes', '.']"
1,"['wrote', 'dawg', 'ass', 'essay', ',', '&', 'working', 'bibliography', '&', 'laptop', 'froze', '.', 'im', 'kill', 'bitch', 'gets', 'lost', ',', 'cause', 'hadnt', 'saved', '.']"
2,"['keep', 'running', 'trees', 'birds', 'fly', 'avoid', ',', 'erm', ',', 'targeted', 'lack', 'digestive', 'system', '.']"
1,"['keep', 'seeing', 'hoes', 'call', 'hoes', '..', 'hoes', 'confused']"
1,"['keep', 'baddest', 'hoes', ',', 'stay', 'fresh', 'head', 'toe']"
1,"['keep', 'hoes', 'check', 'bounce']"
1,"['knew', 'new', 'orleans', 'nig', 'would', 'say', 'something', 'crazy', 'lol']"
1,"['kno', 'upside', 'cunt', 'http://t.co/qf0exo9m5o']"
1,"['know', 'talk', 'lot', 'shit', 'bitch', 'best', 'believe', 'back', 'shit', '.']"
2,"['know', ""i'm"", 'hillbilly', ',', 'anything', 'better', 'big', 'pot', 'beans', 'cornbread', '?', 'little', 'hot', 'sauce', 'top', '.']"
1,"['know', 'move', 'next', 'year', 'mom', 'gonna', 'bitch', 'whole', 'time', 'live']"
1,"['know', 'og', 'niggaz', 'bitches']"
1,"['know', 'outback', 'see', 'outback', ',', 'hoe', '.']"
1,"['know', 'lot', 'using', 'ass', 'hoes', 'want', 'bread', 'wheels', 'nigga', 'go', 'grind', 'bitch', '❗']"
1,"['know', 'bitches', 'mad', 'shit', 'friends', 'borrow', 'clothes', '&', 'bunch', 'girls', 'ig', 'comments', 'sayin', 'cute', 'outfit']"
1,"['know', 'bitches', 'sell', 'pussy', '3.5', ""'""]"
1,"['know', 'feels', 'shit', ',', 'believe', '.', 'born', 'heart', 'la', '.', 'get', 'anymore', 'ghetto']"
1,"['know', 'im', 'niggah', 'saw']"
2,"['know', 'right', '.', 'get', 'one', 'guy', '!', '!', 'man', '!', '@pjmclaugh', ':', 'one', 'job', ',', 'josh', '@nobz13', 'outman', '!', '#yankees', '”']"
0,"['know', 'righttt', 'rt', '@dta_87', ':', 'hate', 'fat', 'loud', 'bitches']"
1,"['know', 'shit', 'everybody', ',', 'care', 'enough', 'speak', 'suggest', 'bitches', 'watch', 'forreal', '.']"
1,"['know', 'ratchet', 'bitches', 'rep', 'north', 'side']"
1,"['know', 'karma', 'real', ',', 'hope', 'cool', '..', 'still', 'stupid', 'ass', 'bitch', ',', ""ain't"", 'fuckin', ""'"", 'w', '.']"
1,"['know', ""karma's"", 'real', 'hope', 'doin', ""'"", 'cool', '..', 'still', 'stupid', 'ass', 'bitch', ""ain't"", 'fuckin', ""'"", '.']"
1,"['know', 'hoes']"
1,"['know', 'niglets', 'heard', 'screaming', '😂', '😂']"
1,"['know', 'one', 'hoe', 'twitter', 'right', ""that's"", 'catfishin', 'shit', '!', '!', '!']"
1,"['know', 'woods', ',', 'kofi', 'big', 'e', 'forming', ',', 'r.truth', 'like', '""', ""ain't"", 'bitch', '""', '#frohorsemen']"
1,"['know', 'bitches', 'discuss', 'group', 'message', 'words', '""', 'asshole', '""', '""', 'cute', '""', '""', 'douche', 'bag', '""', 'abused', 'excessively']"
1,"['know', 'yall', 'bitches', 'tell', 'yall', 'selfs', '#wwhd', 'would', 'hustlelinaa', '😂', 'cuz', 'yall', 'asses', 'stay', 'following', '😏']"
1,"['know', 'bitches', 'hating', 'low', '.', 'tho', '?', 'way', 'niggaz', 'world', 'afford', '.']"
1,"['know', 'seeeeen', 'faceeeee', 'gon', 'send', 'bitch', 'maa', 'wayyyy']"
0,"['knows', ""y'all"", 'white', 'folk', 'playin', 'wit', '.', 'colored', 'knows', 'place']"
1,"['knw', 'bitch', 'niggas', 'frm', 'way', 'back', '...', 'u', 'ah', 'pussy', '2000', 'u', 'ah', 'pussy', '!', '!', '!']"
1,"['l8v3', 'fuckin', 'wit', 'nigga', 'getting', 'emotional', 'remind', 'bitch', 'blake', '(', '50', '…', 'http://t.co/vjcf0r6thu']"
1,"['laugh', 'bitch']"
1,"['learned', 'every', 'bad', 'bitch', 'comes', 'wit', 'mood', 'swings', 'like', 'mortal', 'kombat', ',', 'liu', 'kang', ',', 'true', 'mane']"
2,"['learnt', 'birds', 'child', '.', 'best', 'time', 'learn', '@bbcradio2']"
1,"['let', 'em', 'go', '...', '🙊', 'rt', '@peachpapayya', ':', 'u', 'got', 'two', 'hoes', 'u', 'need', 'let', 'one', 'go']"
1,"['let', 'hoes', 'make', 'much']"
1,"['lied', 'fair', 'place', 'reno', 'girls', 'dress', 'like', 'cowgirl', 'sluts', 'nitc', 'hash', 'tag', 'bitches']"
0,"['like', 'chinese', 'buffets', 'hate', 'chinks']"
2,"['like', 'rivers', 'talks', 'lot', 'trash', 'tell', 'loves', 'game']"
1,"['like', 'cool', 'bad', 'bitch', '.', 'know', 'sexy', 'attitude', 'like', 'ehh', 'whatever', '😕', '😒']"
1,"['like', 'hoe', 'like', 'hoe', 'amusement']"
1,"['like', 'kids', 'beyond', 'scared', 'straight', 'acting', 'like', 'hard', 'ass', 'gangsters', 'end', 'leaving', 'balling', 'eyes', 'like', 'bitches', 'lol']"
1,"['like', 'bad', 'bitches', 'cause', 'like', 'bad', 'bitches']"
1,"['like', 'bad', 'bitches', 'cause', 'like', 'bad', 'bitches', '😍', '😍', '😘', 'hay', 'stunna', 'http://t.co/rn0vrzfl6l']"
1,"['like', 'bad', 'bitches', 'thats', 'fucking', 'problem']"
1,"['like', 'beamers', 'benzes', 'porches', ',', 'like', 'bitches', 'imported']"
1,"['like', 'teased', ',', 'dont', 'give', 'pussy', 'fast']"
1,"['like', 'bitches', 'like', 'bitches']"
1,"['like', 'bitches', '💸']"
1,"['like', 'chilling', 'bitch', 'like', 'fucking', '.']"
1,"['like', 'good', 'weed', ',', 'like', 'bad', 'bitches', 'roll', '..']"
1,"['like', 'herbal', 'tea', 'bitches', 'matter', 'anyone', 'else', '.']"
1,"['like', 'cays', 'mf', 'ass', 'favorited', 'tweet', 'text', 'bacc', '😂', 'hate', 'hoe', '.']"
0,"['like', 'niggas', 'try', 'come', 'im', 'like', 'bitch', 'dont', 'shit', '.', 'pussies']"
1,"['like', 'call', 'mcsully', 'like', 'bad', 'bitches', 'pour', 'honey', 'silky', 'body', 'even', '90s']"
1,"['like', '.', 'folks', 'act', 'like', 'word', '""', 'negro', '""', 'equivalent', 'porch', 'monkey', 'spear', 'chucker', '.', '.', 'real', '…']"
1,"['like', 'bitches', 'bad', 'wit', 'lil', 'attitude']"
1,"['like', 'bitches', 'simple', 'laid', 'back', 'relaxed', 'mental', 'http://t.co/xyngdzldrb']"
1,"['like', 'seat', 'low', 'window', 'slightly', 'cracked', ',', 'riding', 'wit', 'bad', 'hoe', 'wit', 'girlfriend', 'back']"
1,"['like', 'saying', 'word', 'pussy', 'hoe', 'ion', '!', '!', '!']"
0,"['like', 'taking', 'niggas', 'hoes', 'stop', '✋']"
2,"['like', 'yankees', 'toinight', '-', '107', 'http://t.co/j4rhambu']"
1,"['like', 'butt', 'fuck', 'fine', 'ladies', '.', 'choke', 'hold', 'bitch', '?', 'well', 'maybe', '#55']"
2,"['like', 'mock', 'apple', ',', ""i'm"", 'legitimately', 'interested', 'see', 'wearable', 'looks', 'like', '.']"
1,"['like', 'weed', 'brownies', 'cookies', ',', 'im', 'straight', 'seein', 'crooked', ',', 'got', 'muh', 'trippy', 'kit', 'hope', 'trip', 'fal', 'pussy', '#tunchei']"
2,"['liked', '@youtube', 'video', 'http://t.co/qgnhildttv', 'sock', 'fairy', ',', 'short', 'film']"
1,"['liked', '@youtube', 'video', 'http://t.co/odnpopl2of', 'conor', 'mcgregor', 'trash', 'talking', 'chad', 'mendes', ':', '""', 'rest', 'balls', 'forehead', '""']"
1,"['literally', 'looked', 'bc', 'kids', 'pussy', '..']"
2,"['live', 'two-bite', 'brownies']"
1,"['live', 'fast', 'lane', 'bitch']"
1,"['look', 'better', 'bitch', 'outfit', 'floor', '@justinmiculka01', '#myboy']"
1,"['look', 'like', 'denzel', 'tilt', 'head', 'side', 'bitch']"
2,"['look', 'like', 'dusty', 'bird', 'today', '..']"
1,"['looked', 'retarded']"
1,"['lose', 'ovo', 'followers', 'every', 'year', '.', '100', 'bitches', 'unfollowed', '""', 'hold', ""we're"", 'going', 'home', '""', 'rants', '.', 'hoe', 'athem', 'hoe', 'anthem']"
1,"['lost', 'respect', 'brother', 'cause', 'acting', 'like', 'straight', 'bitch']"
1,"['lost', '.', '""', 'think', 'good', '?', 'paper', 'bitch', '!', '""', 'fell', 'bed', 'fell', 'bed', 'slept', 'floor', '.']"
1,"['lost', 'partners', ',', 'bitches', ',', 'money', '...', 'never', 'lost', 'mind']"
1,"['lost', 'something', 'important', 'last', 'year', 'excuse', 'little', 'selfish', 'bitch', '✌', '️', '😒']"
2,"['love', '""', 'butter', '""', 'atcq', ',', ""i'd"", 'love', ""q-tip's"", 'hook', 'looped', 'three', 'half', 'minutes', 'instead', ""phife's"", 'trash', 'verses', '.']"
1,"['love', 'asian', 'bitches']"
1,"['love', 'german', '.', 'wish', 'nansemonds', 'bitch', 'ass']"
2,"['love', 'liv', 'gets', 'ghetto']"
1,"['love', 'bitch', 'racks']"
1,"['love', 'bitches', '.', 'im', 'ridin', 'bitches', 'matter', '.']"
0,"['love', 'people', ""there's"", 'one', 'fag', 'goes', 'school', 'catch', 'ninja', 'star', 'face', 'asap']"
1,"['love', 'bad', 'bitches', '😍', '😍', '😍']"
1,"['love', 'bad', 'bitches', 'fucking', 'hobby', ',', 'yeah', ""they're"", 'fours', 'like', 'fucking', 'doggy', '..']"
1,"['love', 'bad', 'bitches', ""that's"", 'fuckin', 'problem', '.']"
1,"['love', 'bad', 'bitches', 'thats', 'fuckin', 'problem', 'forreal', 'real', 'shit', 'cant', 'even', 'help']"
1,"['love', 'faggots', '!', '!', '!', 'absolutely', 'love', ',', 'especially', 'ones', 'dress', 'tea', '😍', '😍', '💁']"
1,"['love', 'fat', 'bitches']"
1,"['love', 'fat', 'bitches', '.', ""that's"", 'fucking', 'problem', '.', '@roodee_poo']"
1,"['love', 'flirting', 'money', 'bitch', 'get', 'time', 'eye', '😏', '😏']"
2,"['love', 'floating', 'monkey', 'heads', 'much', 'next', 'person', 'active', 'surplus', ""'"", 'website', 'redonkulus', '.', 'http://www.activesurplus.com/']"
0,"['love', 'fuckin', 'wit', 'people', '.', 'givin', 'greedy', 'ass', 'nigas', 'old', 'crackers', 'wit', 'expired', 'cheese', 'dey', 'callin', 'like', '”', 'nigga', 'im', 'shittin', 'likea', 'goose']"
1,"['love', 'going', '@walmart', 'looking', '#guns', 'wife', '.', 'talk', 'spanish', 'rednecks', 'stare', 'us', 'reconsider', '#2a', '.']"
1,"['love', 'everybody', 'bitches', 'heat', 'fans', 'win', 'lose', 'haters', '10x', 'obnoxious']"
1,"['love', 'bitches', 'talkin', 'single', 'life', 'best', 'life', 'bitchin', 'complaining', 'need', 'boyfriend', '#wtf']"
1,"['love', 'hoes', 'like', 'omg', 'warped', 'tour', 'yayyyyy', '#gaaaaaaaaaaaay']"
1,"['love', 'brother', 'actually', 'tries', 'understand', 'girl', 'see', 'point', 'view', 'argue', 'instead', 'bitch', '.']"
1,"['love', 'people', 'use', 'twitter', 'bitch', 'complain', '#fuckyou']"
2,"['love', 'marry', 'still', 'queer', ',', 'messy', ',', 'funny', ',', 'fabulous', ',', 'dramatic', 'community', ""we've"", 'always', '.', 'love', 'us', '.']"
2,"['love', 'jigg', 'jigg', '😂']"
1,"['love', 'living', 'minnesota', '.', 'weather', 'bad', 'enough', 'people', 'bitch', 'anything', 'serious', '.', 'stay', 'safe', 'east', 'coast']"
2,"['love', 'chunky', 'babies', '😍', '😍']"
1,"['love', 'fresh', 'pussy', ',', 'eat', 'buffet', '.']"
1,"['love', 'money', 'fuc', 'bitch', 'stress', '!']"
1,"['love', 'haters', 'biggest', 'fans', '...', ""i'm"", 'field', 'dem', 'bitches', 'stands', '!', '!', '!']"
2,"['love', 'acoustic', 'domes', 'hallways', '.', 'favorite', 'place', 'sing', 'public', '.', 'lie', '.', 'http://t.co/g6az9ryubq']"
1,"['love', 'stupid', 'holiday', 'commercials', '...', 'thought', 'going', 'get', 'car', '?', 'nope', 'bitch', 'got', 'ugly', 'ass', 'sweater']"
1,"['love', 'bitch', ',', ""he's"", 'dear', 'heart', '.']"
1,"['love', 'ho', '@nerissaloren', 'http://t.co/i5obsnjj']"
1,"['love', 'eat', 'pussy', '!', '#love', '#investment']"
1,"['love', 'feed', 'pussy']"
2,"['love', 'watching', 'birds', 'migrate', '.', 'wish', 'understood', 'peaceful', 'sight', '.']"
2,"['love', 'wearing', 'fuzzy', 'socks', 'work']"
1,"['love', 'girls', 'pass', 'guys', 'want', 'something', 'real', 'treat', 'right', 'guy', 'uses', 'em', 'cuz', 'bitch']"
1,"['love', 'friends', 'let', 'use', 'phones', 'stalk', 'bitch', 'blocked', 'facebook', '.']"
1,"['love', 'mom', 'goes', 'grocery', 'store', 'gets', 'home', 'carry', '.', 'sucks', 'monkey', 'nuts']"
1,"['love', 'people', 'bitch', 'athletes', 'payed', 'much', '.', 'like', ""they'd"", 'turn', 'millions', 'fuck', 'ever', '!']"
1,"['love', 'pussy', 'smacking', 'sound', 'like', 'u', 'mixing', 'spaghetti', '😝']"
1,"['love', 'nigguh', 'grown', 'ass', 'man', 'https://t.co/utzj6i5uhj']"
1,"['loved', 'much', 'long', 'could', 'niggah', '.']"
2,"['luh', 'lick', 'middle', 'like', 'oreo']"
2,"['luv', 'watching', 'gas', 'monkey', ',', 'havin', 'classics', '.']"
1,"['made', 'ya', 'bitch', 'sicc', 'wit', 'one', '😂']"
1,"['made', 'bitch']"
1,"['make', 'bitches', 'fly', 'like', 'peter', 'pan']"
1,"['masturbated', 'lingerie', 'catalog', 'spite', '.', 'dare', 'throw', 'trash', 'get', 'look', '!']"
2,"['may', 'may', 'least', '4', 'fob', 'related', 'tattoos', 'already', 'planned', '.']"
1,"['mean', 'like', 'get', 'nasty', 'tooting', 'ass', 'bitch', 'face', ""ain't"", 'freaky', 'zone']"
1,"['mean', 'bitch', 'whilin', ',', 'gone', 'get', 'knocked', 'tf']"
1,"['mean', 'cunt', ',', 'cunt', '.', 'happens', '.']"
2,"['mean', 'ppl', 'confuse', 'use', '""', '""', '""', '""', ',', 'nicca', 'used', 'word', '""', 'two', '""', 'used', '""', '""', '😒']"
1,"['mean', 'get', 'married', '.', 'long', 'sign', 'prenuptial', 'agreement', '.', '2014', 'bitch', '.']"
1,"['mean', '.', 'guess', 'start', 'using', ',', 'since', 'faggot', 'facebook', 'blocked', 'saying', 'mean', 'things', 'lady', 'gaga']"
2,"['mean', '...', 'blow', 'foul', ',', 'yellow', 'situation', '?']"
1,"['meant', 'bitch', 'niggas']"
1,"['might', 'freak', 'bitch', ',', 'dont', 'need', 'bitch', '👐']"
1,"['miss', 'britt', 'god', 'damn', 'bitch', 'real', 'nigga', 'baby', '💁', '😎', '🙌', '🙅', '💯', '👏', '🙈']"
2,"['miss', 'twinkies', 'susie', 'qs', '.', 'tragic', 'loss', 'society', '.', 'next', '?', 'pixie', 'turtles', '?']"
1,"['miss', 'jihadist', 'bitches', 'crosshairs', '...', 'ahhh', 'good', 'ol', 'days', '...']"
1,"['miss', ""can't"", 'bitch', 'one', 'fucked', ',', 'whatever']"
1,"['miss', 'fag', 'friends']"
1,"['miss', 'flip', 'phone', '..', 'bitch', 'never', 'died']"
2,"['miss', 'monkey', '😕']"
1,"['miss', 'wee', 'cheeky', 'cunt', ',', 'sad', 'times', '#missabby']"
0,"['missing', 'something', 'ofay', 'friends', '.', 'day', 'scared', 'da', 'recent', 'happenings', '.', 'chu', 'worry', '...', 'ol', 'lamar', 'say', 'like', 'da', 'colored', 'folk']"
1,"['moved', 'niggah', 'anyways', '.']"
1,"['must', 'bitch']"
1,"['must', 'pissed', 'nigga', 'aha', 'um', ',', 'hoe', '&', 'acting', 'outta', 'line', '😂', '😭']"
1,"['name', 'niggas', 'nba', 'playersmy', 'nigga', 'larry', 'bird', 'strait', 'fuckin', '#shooter']"
1,"['named', 'dick', 'truth', 'cuz', 'bitches', ""can't"", 'handle', 'lmao']"
1,"['named', 'penis', '""', 'truth', '""', 'bitches', ""can't"", 'handle', '.']"
1,"['need', 'belgian', 'waffle', 'couple', 'bad', 'bitches']"
2,"['need', 'spanish', 'woman', '.', 'ghetto', 'names', '.', 'cook', '.', 'u', 'till', 'casket', 'curvy', '.']"
1,"['need', 'bad', 'bitch', 'thats', 'gon', 'treat', 'good']"
1,"['need', 'bitch']"
1,"['need', 'bitch', '😕']"
1,"['need', 'bitch', 'drop', 'lol']"
1,"['need', 'bitch', 'go', 'like', 'need', 'beat']"
1,"['need', 'bitch', 'top', 'till', 'get', 'sleepy', '😴']"
2,"['need', 'cowboy', 'killer', 'cold', 'one', '.', '@mr_dtb', 'probably', 'tired', 'tho', 'get', '.', '😝']"
1,"['need', 'girl', 'jamaica', ""can't"", 'fuck', 'basic', 'black', 'bitches']"
2,"['need', 'heated', 'bra', 'nips', 'hurt', 'bad', '!']"
1,"['need', 'new', 'bitch']"
1,"['need', 'trippy', 'bitch', ""ain't"", 'wit', 'cute', 'shit']"
2,"['need', 'like', '43', 'fuzzy', 'blankets', 'sleep', '😍', '💋']"
1,"['need', 'bitch']"
1,"['need', 'real', 'loyal', 'ass', 'bitch', '😍', '😩', '😒', '😤', '💯']"
1,"['need', 'one', '""', 'research', '""', 'street', 'signs', 'near', 'usaa', '.', 'hang', 'bitch', 'bed', 'lol']"
2,"['need', 'sleep', ""can't"", 'seem', 'get', 'place', ""let's"", 'clam', 'sleep', ':(']"
1,"['need', 'good', 'pussy', ',', 'fuck']"
1,"['need', 'new', 'hoes']"
1,"['need', 'sum', 'hoes', 'ah', 'sum', ',', 'cuz', 'wake', 'hella', 'emails', '😭', '🔫', 'goodmoring', 'goodnight', 'text', '.', 'shit', 'even', 'single', 'text', '✋', '😑']"
1,"['need', 'change', 'first', '.', 'im', 'retarded', 'fuck']"
0,"['need', 'chat', '@spacejam_teeg', '.', 'dat', 'nicca', '?', 'lol']"
1,"['need', 'jump', 'shop', 'fritag', '72', 'beers', ',', 'hate', 'looking', 'like', '20', 'odd', '..', 'need', 'get', '120', 'fags', 'tae', ',', 'going', 'look', 'like', 'junkie']"
2,"['need', 'pick', 'two', 'wigs', '.', 'agony', '.', ';', '__', ';', 'cute', 'multi-colored', 'bob', 'red', 'stevie', 'nicks', 'curly', 'one', '?']"
1,"['need', 'hoes']"
1,"['need', 'stop', 'little', 'bitch', 'lol']"
0,"['never', 'friends', 'entire', 'time', 'lived', '#virginia', '.', 'one', 'cool', '.', 'hope', 'white', 'trash', 'southerners', 'die', '.']"
1,"['never', 'played', 'bitch', '...', 'bitches', 'definitely', 'played', 'self']"
1,"['never', 'put', 'hoes', 'b4', 'bros']"
1,"['never', 'seen', 'asian', 'chinese', 'bitch', 'pregnant', '..', 'shit', 'throught', 'kids', 'spawn', 'like', 'call', 'duty', '😂', '😭']"
1,"['never', 'thought', 'could', 'irritate', 'like', '.', 'please', 'stop', 'fucking', 'bitch', '.', 'surprised', 'boyfriend', 'puts', '.', '#stupidspecs']"
2,"['nicknamed', 'lux', 'coach', 'k', 'without', 'would', 'never', 'heard', 'duke', 'lol', 'charlie']"
1,"['tried', 'everything', 'bitch', 'said', 'wanted', 'man', '...', 'shit', 'get', 'anywhere', '.']"
1,"['bring', 'lat', 'name', 'hoes', 'know', 'kids', 'need', 'know']"
1,"['fuck', 'bad', 'bitches', ""i'm"", 'stiff']"
1,"['like', 'women', '’', 'pussy', 'smell', 'like', 'burnt', 'cheese']"
1,"['respect', 'bitches', 'respect', 'theyself', '.', '#', 'truu']"
1,"['wanna', 'see', 'bad', 'bitches', 'snap', 'chat']"
1,"['ont', 'care', 'cuz', 'got', 'hoes', '.', 'dats', 'rite', 'got', 'plenty', 'em']"
1,"['ont', 'like', 'dramatic', 'bitch', 'separate', 'n', 'shit']"
1,"['ont', 'like', 'game', 'wit', 'retarded', 'ass', 'bird', '😒']"
2,"['openly', 'admit', 'level', 'white', 'trash', 'drive', 'across', 'town', 'gas', 'station', 'free', 'hot', 'dogs', '&', 'half', 'price', 'drinks', '.']"
1,"['ordered', '8', 'chocolate', 'chip', 'cookies', '&', 'bitch', 'gave', 'fries', 'smh', ',', 'even', 'take', 'shit', 'back', 'gon', 'late', 'work']"
1,"['phone', '6', 'cool', 'basic', ""i'm"", 'girly', 'bitch', 'dry', 'n', 'plain', '😩']"
1,"['picked', 'welbeck', 'team', '.', 'kind', 'cunt', 'yes']"
2,"['pictured', 'angus', 'running', 'side', 'fob', 'sharana', 'every', 'day', 'afghanistan', '@returnto1776', 'http://t.co/zj1mk6w7ef']"
1,"['plan', 'eating', 'entire', 'motherfucking', 'pizza', 'ordered', 'like', 'mufucka', ',', 'bitch', '.']"
0,"['prefer', 'jameis', 'winston', 'speak', 'tv', '.', 'damn', 'coon', '.']"
1,"['pull', 'hoes', 'tx', '.']"
1,"['pull', 'gimme', 'yo', 'bitch']"
1,"['put', 'pussy', 'map', '!', '!', '!']"
1,"['put', 'ona', 'bitch', 'make', 'bang', 'set', '👌', 'gave', 'hoe', 'dick', ',', 'came', 'left', '✌', '️']"
1,"['rarely', 'drink', 'drunk', 'bitches', 'irritate']"
2,"['rather', 'watch', 'oak', 'cliff', 'redskins', 'oak', 'cliff', 'comets', 'play', 'hell']"
1,"['realized', 'tacal', 'bitch']"
1,"['really', 'always', 'bitches', 'know', '💯', '.']"
1,"['really', 'baggin', 'bitches', 'problem', 'basketball', 'shorts', 'b', 'know', 'smile', 'cologne', 'maybe', 'swag', 'idk']"
1,"['really', ""can't"", 'stand', 'people', 'slander', 'shit', '90', '%', 'trash']"
1,"['really', 'committed', 'fucking', 'richest', 'bitches']"
1,"['really', 'pressed', 'bitches', 'social', 'media', '...', 'talk', '?', 'yes', '.', 'want', '...', 'http://t.co/6wkvvpsxqp']"
1,"['really', 'like', 'nigguh', 'paul', 'tho']"
0,"['really', 'get', 'upset', 'lightskin', 'friends', 'another', 'cute', 'dark', 'skin', 'sidekick', '..', 'like', 'im', 'supposed', 'cute', 'darkie', 'u', 'hang', 'wit', '😡']"
1,"['really', 'hate', 'fat', 'bitch', 'cause', ""i'm"", 'bony', ',', 'love', 'smoking', 'hella', ""swisher's"", ""i'm"", 'feeling', 'lonely', '(', 'try', ')', 'voice', '😭', '😭']"
1,"['really', 'hate', 'bitch', 'people', ',', 'point', 'longer', 'give', 'fuck']"
1,"['really', 'hate', 'get', 'response', 'back', 'text', 'message', '.', 'like', 'bitch', ""ain't"", 'see', 'sum', '😡']"
1,"['really', 'hope', 'cameron', 'get', 'back', 'together', 'much', 'better', '...', '—', 'dont', 'call', 'hoe', 'http://t.co/npx7gltmst']"
1,"['really', 'hoe', 'shyt', ',', 'u', 'know', 'im', 'hoe', 'mr', '.']"
1,"['really', 'wanna', 'brake', 'fucking', 'head', ""i'll"", 'look', 'like', 'bitch', 'hit', '...']"
0,"['really', 'want', 'kill', 'towel', 'head', 'terrorists', 'already', '😒', 'high', 'school', 'please', '?']"
1,"['really', 'think', 'ppl', 'defending', 'cassidy', 'throw', 'hotel', 'crib', 'bitches', 'comin']"
1,"['really', 'wanna', 'talk', 'life', '""', 'fuck', 'right', 'pussy', '""', 'dude', 'smokin', 'blunt', 'die']"
2,"['really', 'want', 'girl', 'make', 'brownies', '😩', '😭']"
2,"['really', 'want', 'sports', 'star', 'get', 'pet', 'monkey', 'name', 'achilles', '.']"
1,"['really', 'wish', 'owned', 'rocket', 'launcher', 'use', 'every', 'retard', 'driving', 'front', 'today', '#roadrage']"
